SUBDIVISION,YEAR,Parameter,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
EAST MADHYA PRADESH,1931,No. of districts,17,17,17,17,18,18,17,18,18,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1932,Actual,0,22.5,13.9,2.4,6.3,105.1,534.5,198,242.8,22.5,3.1,0,1150.9,22.5,22.5,1080.3,25.6
EAST MADHYA PRADESH,1932,Percentage departure,-100,21.1,4.4,-66.1,-34.5,-24.3,43.5,-46.6,23.6,-42.8,-76.7,-100,-4.7,-40.6,-24.7,0.1,-58.2
EAST MADHYA PRADESH,1932,No. of districts,18,18,18,18,18,18,18,18,18,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1933,Actual,8.4,44,18.8,29.5,74.2,143.8,360.6,321.1,294.4,61.4,8.9,3.3,1368.4,52.4,122.5,1120,73.5
EAST MADHYA PRADESH,1933,Percentage departure,-56.4,136.8,41.5,317.1,676,3.6,-3.2,-13.5,49.9,55.9,-33,-61.8,13.3,38.4,309.3,3.8,20.1
EAST MADHYA PRADESH,1933,No. of districts,18,18,18,18,18,18,17,17,17,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1934,Actual,15.9,0.1,10.5,2.2,0.2,228.5,320.7,447.1,395.1,19.9,20.9,12.1,1473.3,16,12.9,1391.4,53
EAST MADHYA PRADESH,1934,Percentage departure,-17.6,-99.2,-20.8,-69.2,-97.7,64.5,-13.9,20.5,101.2,-49.4,58.4,40.3,22,-57.6,-56.8,29,-13.4
EAST MADHYA PRADESH,1934,No. of districts,18,18,18,18,18,18,18,18,18,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1935,Actual,21.5,17.2,0.2,19.1,0.5,88.3,624.4,292.6,200.6,2.4,0.2,12.9,1279.9,38.7,19.8,1205.9,15.5
EAST MADHYA PRADESH,1935,Percentage departure,11.6,-7.6,-98.7,169.8,-94.8,-36.4,67.6,-21.1,2.1,-94,-98.3,50,6,2.2,-34,11.8,-74.6
EAST MADHYA PRADESH,1935,No. of districts,18,18,18,18,18,18,18,17,18,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1936,Actual,10.2,31.6,22,10.4,15.7,233.3,421.9,415.2,217,49,71.8,6.1,1504.2,41.8,48.1,1287.3,126.9
EAST MADHYA PRADESH,1936,Percentage departure,-47.3,70.4,65.5,46.8,64.6,68,13.2,11.9,10.5,24.3,443.6,-29,24.5,10.5,60.8,19.3,107.3
EAST MADHYA PRADESH,1936,No. of districts,18,18,18,18,18,18,18,18,18,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1937,Actual,0.1,59.7,11.2,43.5,2.4,186.9,465.5,344.7,179.4,100,3.6,1.1,1398,59.8,57,1176.5,104.7
EAST MADHYA PRADESH,1937,Percentage departure,-99.6,221.6,-16.1,514.4,-74.6,34.6,24.9,-7.1,-8.6,154,-72.5,-87.7,15.7,58.1,90.6,9,71
EAST MADHYA PRADESH,1937,No. of districts,18,18,18,18,17,18,18,17,18,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1938,Actual,52.3,11.5,6.4,2.6,22.3,300.7,403.4,322,158.2,94.3,0,0,1373.8,63.8,31.4,1184.4,94.3
EAST MADHYA PRADESH,1938,Percentage departure,171.3,-37.9,-51.6,-62.8,133.2,116.6,8.3,-13.2,-19.4,139.4,-99.7,-100,13.7,68.6,4.8,9.8,54
EAST MADHYA PRADESH,1938,No. of districts,18,18,18,18,18,18,18,18,18,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1939,Actual,36.4,19.3,20,6.4,0,186.6,496,393.9,180.8,7.9,0,0,1347.2,55.7,26.4,1257.2,7.9
EAST MADHYA PRADESH,1939,Percentage departure,89.1,3.9,50.6,-9.8,-100,34.4,33.1,6.2,-7.9,-80,-100,-99.6,11.5,47.3,-11.8,16.5,-87.1
EAST MADHYA PRADESH,1939,No. of districts,18,18,18,18,18,18,17,17,18,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1940,Actual,3.4,15.9,16,6.6,10.6,117,447.2,431,81.9,35,2.8,25.4,1192.8,19.3,33.3,1077,63.2
EAST MADHYA PRADESH,1940,Percentage departure,-82.5,-14.4,20.7,-6,11.1,-15.8,20,16.2,-58.3,-11.1,-78.6,193.9,-1.2,-49.1,11.3,-0.2,3.2
EAST MADHYA PRADESH,1940,No. of districts,18,19,19,19,18,19,19,19,19,19,19,19,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1941,Actual,30,35.7,15.2,3.1,8.1,124.8,190.2,300.5,111.2,9.2,0,0.1,828.1,65.7,26.4,726.8,9.3
EAST MADHYA PRADESH,1941,Percentage departure,55.6,92.1,14.7,-56.7,-15.2,-10.1,-48.9,-19,-43.3,-76.7,-100,-98.7,-31.4,73.5,-11.7,-32.6,-84.9
EAST MADHYA PRADESH,1941,No. of districts,19,19,19,19,18,19,19,19,19,19,19,19,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1942,Actual,40.8,79.8,10.2,5,0.9,166.4,605.6,381.8,196.5,1.2,0,20.1,1508.4,120.6,16.1,1350.3,21.3
EAST MADHYA PRADESH,1942,Percentage departure,111.7,329.7,-22.9,-29.8,-90.4,19.9,62.5,2.9,0.1,-97,-100,133.4,24.9,218.7,-46.1,25.2,-65.2
EAST MADHYA PRADESH,1942,No. of districts,19,19,19,19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1943,Actual,115.6,1.8,0,10.7,28.5,119.2,421.8,386.5,238.3,58.8,1.3,0,1382.4,117.4,39.3,1165.7,60.1
EAST MADHYA PRADESH,1943,Percentage departure,500.1,-90.5,-100,51.9,198.5,-14.2,13.2,4.2,21.3,49.2,-90.1,-100,14.5,210.2,31.3,8.1,-1.9
EAST MADHYA PRADESH,1943,No. of districts,18,18,18,18,18,18,18,18,18,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1944,Actual,29.6,68.4,87.3,10.7,1.8,103.1,533.7,379.5,150.5,50.5,6.3,5.7,1427,97.9,99.7,1166.8,62.5
EAST MADHYA PRADESH,1944,Percentage departure,53.5,268.1,556.5,51.7,-81.7,-25.7,43.2,2.3,-23.3,28.3,-52.1,-34.1,18.1,158.8,233.3,8.2,2.1
EAST MADHYA PRADESH,1944,No. of districts,18,19,19,19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1945,Actual,42.5,0.7,0,30,6,224.9,410,287.1,256.2,26.6,0,2.2,1286.3,43.2,36,1178.2,28.9
EAST MADHYA PRADESH,1945,Percentage departure,120.4,-96.1,-100,323.9,-36.9,62,10,-22.6,30.5,-32.3,-100,-73.9,6.5,14.1,20.4,9.2,-52.8
EAST MADHYA PRADESH,1945,No. of districts,19,18,18,19,19,19,19,19,19,19,19,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1946,Actual,0,23.2,0.9,13.5,8.1,346,376.3,480.8,95.6,32.6,108.9,8.6,1494.3,23.2,22.4,1298.7,150
EAST MADHYA PRADESH,1946,Percentage departure,-100,24.8,-93.4,90.3,-15.5,149.1,1,29.6,-51.3,-17.3,723.5,-0.5,23.7,-38.7,-25.1,20.4,145
EAST MADHYA PRADESH,1946,No. of districts,19,19,19,19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1947,Actual,50.5,26.5,19.6,1.7,2.4,91.4,487.9,438.7,269.5,29.3,0.3,1.8,1419.5,77,23.6,1287.5,31.4
EAST MADHYA PRADESH,1947,Percentage departure,162.1,42.8,47.2,-76.5,-75.3,-34.2,31,18.2,37.2,-25.5,-97.6,-79.6,17.5,103.6,-21.2,19.3,-48.7
EAST MADHYA PRADESH,1947,No. of districts,19,18,19,19,18,19,19,19,19,19,19,19,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1948,Actual,66.1,11,3.6,3.2,1.2,189.2,355.8,371.2,302.8,22.6,103.8,0,1430.4,77.1,7.9,1219,126.4
EAST MADHYA PRADESH,1948,Percentage departure,242.9,-40.7,-73.1,-55,-87.6,36.3,-4.5,0,54.2,-42.7,685.5,-100,18.4,103.7,-73.4,13,106.5
EAST MADHYA PRADESH,1948,No. of districts,19,19,19,19,19,19,17,17,18,19,18,19,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1949,Actual,2,15.4,2.8,1.5,24.3,114.4,351,302.7,296.2,124.7,0,0.4,1235.5,17.4,28.7,1064.3,125.1
EAST MADHYA PRADESH,1949,Percentage departure,-89.5,-17,-79.2,-78.1,154.6,-17.6,-5.8,-18.4,50.8,216.7,-99.8,-95.4,2.3,-53.9,-4.2,-1.3,104.4
EAST MADHYA PRADESH,1949,No. of districts,19,19,19,19,19,19,19,19,19,18,18,19,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1950,Actual,15.1,27.7,35.9,1.7,2.5,75.3,461.1,408.4,114.3,13.1,0.2,22.6,1177.9,42.8,40.2,1059.1,35.9
EAST MADHYA PRADESH,1950,Percentage departure,-21.7,49.1,170.2,-75.6,-73.4,-45.8,23.8,10.1,-41.8,-66.8,-98.5,161.5,-2.5,13.1,34.3,-1.8,-41.4
EAST MADHYA PRADESH,1950,No. of districts,19,19,19,19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1951,Actual,19.3,21,44.5,16.5,9.9,138.5,285.8,382.4,221.6,35.9,0,0,1175.6,40.3,70.9,1028.4,35.9
EAST MADHYA PRADESH,1951,Percentage departure,0.2,13.3,234.6,133.9,3.8,-0.2,-23.3,3.1,12.9,-8.8,-100,-100,-2.7,6.6,137.1,-4.7,-41.3
EAST MADHYA PRADESH,1951,No. of districts,19,19,19,19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1952,Actual,1.1,27.1,8.8,2.9,2.6,196.4,386.8,400.3,117.1,8.3,0,4,1155.3,28.1,14.3,1100.6,12.3
EAST MADHYA PRADESH,1952,Percentage departure,-94.5,45.8,-33.6,-59.6,-72.6,41.4,3.8,7.9,-40.4,-79,-100,-53.4,-4.3,-25.7,-52.2,2,-80
EAST MADHYA PRADESH,1952,No. of districts,19,19,19,19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1953,Actual,16.4,4.8,0,7.1,2,42.7,408.3,348,160.8,16.3,0,0.6,1007.1,21.3,9.1,959.8,16.9
EAST MADHYA PRADESH,1953,Percentage departure,-14.6,-74,-100,1,-79.3,-69.2,9.6,-6.2,-18.1,-58.5,NA,-93.1,-16.6,-43.8,-69.5,-11,-72.3
EAST MADHYA PRADESH,1953,No. of districts,19,19,19,19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1954,Actual,16.6,12.2,6.4,3.1,0.1,80.5,329.7,289.5,332,5.8,0,0.6,1076.7,28.9,9.6,1031.8,6.4
EAST MADHYA PRADESH,1954,Percentage departure,-13.6,-34.1,-51.7,-55.9,-98.9,-42,-11.5,-22,69.1,-85.4,-100,-92.6,-10.9,-23.7,-67.8,-4.4,-89.6
EAST MADHYA PRADESH,1954,No. of districts,19,19,19,19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1955,Actual,70.9,3,1.6,3,3.4,236.4,260.2,427.1,295.7,119.6,0,0,1421,73.9,8.1,1219.4,119.6
EAST MADHYA PRADESH,1955,Percentage departure,268.2,-83.9,-87.7,-57.3,-64.4,70.2,-30.2,15.1,50.6,203.6,-100,-99.6,17.6,95.4,-73.1,13,95.3
EAST MADHYA PRADESH,1955,No. of districts,19,19,19,19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1956,Actual,14.1,5.5,6.6,1.7,25.9,187.9,525.3,415.2,184.9,73.3,53.7,21.8,1515.8,19.6,34.1,1313.3,148.8
EAST MADHYA PRADESH,1956,Percentage departure,-26.7,-70.6,-50.7,-76,170.9,35.3,41,11.9,-5.8,86.2,306.2,152.3,25.5,-48.2,14.1,21.7,143
EAST MADHYA PRADESH,1956,No. of districts,18,18,18,18,18,18,18,18,18,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1957,Actual,20.8,0.9,63.8,17.9,6.2,61.3,349.7,359.5,113.6,6.6,0,0.5,1000.8,21.8,87.9,884.1,7.1
EAST MADHYA PRADESH,1957,Percentage departure,8.2,-95,379.8,152.8,-35.1,-55.9,-6.1,-3.1,-42.1,-83.3,-100,-94.7,-17.1,-42.5,193.6,-18,-88.5
EAST MADHYA PRADESH,1957,No. of districts,19,18,19,19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1958,Actual,8.1,17,14.2,6,1.3,65.7,435.8,273.6,236.6,109.6,3.5,0.1,1171.6,25.1,21.5,1011.8,113.1
EAST MADHYA PRADESH,1958,Percentage departure,-57.9,-8.5,6.8,-14.7,-86.4,-52.7,17,-26.3,20.5,178.3,-73.6,-99.2,-3,-33.6,-28,-6.2,84.8
EAST MADHYA PRADESH,1958,No. of districts,20,20,20,20,20,20,20,19,19,19,20,20,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1959,Actual,49.1,3.8,1.4,8.1,30.2,81.3,437.8,397.3,231.2,61.7,0.3,0,1302.4,52.9,39.8,1147.7,62
EAST MADHYA PRADESH,1959,Percentage departure,154.9,-79.4,-89.3,14.9,216.1,-41.5,17.5,7.1,17.8,56.6,-97.4,-100,7.8,39.9,33,6.4,1.3
EAST MADHYA PRADESH,1959,No. of districts,19,19,19,19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1960,Actual,46.8,0.1,24.6,6.2,1.3,113.1,376.3,495.3,82.7,104.8,0,0.8,1252,46.9,32.1,1067.4,105.6
EAST MADHYA PRADESH,1960,Percentage departure,142.9,-99.5,85,-12.5,-86.4,-18.6,1,33.5,-57.9,166.2,-100,-90.5,3.7,23.9,7.2,-1.1,72.6
EAST MADHYA PRADESH,1960,No. of districts,20,20,20,20,20,20,20,20,20,20,20,20,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1961,Actual,29,11.2,3.8,5.8,8.4,132.9,499.4,462.9,358.4,65.7,7.5,13.7,1598.8,40.3,18,1453.7,86.8
EAST MADHYA PRADESH,1961,Percentage departure,50.6,-39.5,-71.7,-17.8,-12.2,-4.3,34,24.8,82.5,66.9,-43.5,58.5,32.4,6.4,-39.9,34.7,41.9
EAST MADHYA PRADESH,1961,No. of districts,18,18,18,18,18,18,18,18,18,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1962,Actual,12.8,23.1,21.5,9.5,9.5,55.5,327.2,325.7,229.5,1.4,1.7,51,1068.4,36,40.4,937.9,54.1
EAST MADHYA PRADESH,1962,Percentage departure,-33.5,24.6,61.8,33.9,-1.2,-60,-12.2,-12.2,16.9,-96.4,-87.2,491.3,-11.5,-5,35.1,-13.1,-11.6
EAST MADHYA PRADESH,1962,No. of districts,19,19,19,19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1963,Actual,7.2,13.5,5.7,16.2,10.7,147.9,274.2,364.4,243.6,27.9,7.7,1.2,1120.1,20.7,32.5,1030.1,36.8
EAST MADHYA PRADESH,1963,Percentage departure,-62.7,-27.1,-57.4,128.7,11.6,6.5,-26.4,-1.8,24,-29.1,-42.1,-86,-7.3,-45.2,8.7,-4.5,-39.9
EAST MADHYA PRADESH,1963,No. of districts,20,20,20,20,20,20,20,20,20,20,20,20,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1964,Actual,0.2,8.1,2.2,1.3,2.5,131.5,360.1,433,226,21.3,0.9,0.2,1187.3,8.3,6,1150.6,22.4
EAST MADHYA PRADESH,1964,Percentage departure,-98.9,-56.6,-83.1,-81.9,-74,-5.3,-3.4,16.7,15.1,-46,-92.9,-98.1,-1.7,-78.1,-79.9,6.7,-63.5
EAST MADHYA PRADESH,1964,No. of districts,19,19,19,19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1965,Actual,4.6,0.9,15.3,12.5,0.6,68.5,205.9,185,184.2,11.2,0.1,9.1,697.8,5.4,28.4,643.5,20.5
EAST MADHYA PRADESH,1965,Percentage departure,-76.3,-95.3,14.9,77,-93.7,-50.7,-44.7,-50.1,-6.2,-71.4,-98.9,5.9,-42.2,-85.6,-5.1,-40.4,-66.5
EAST MADHYA PRADESH,1965,No. of districts,20,20,20,20,20,20,20,20,20,20,20,20,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1966,Actual,13.2,3.8,1.9,0.7,7.6,210.7,253.4,262,51,2.2,34,8.8,849.1,17,10.1,777,45
EAST MADHYA PRADESH,1966,Percentage departure,-31.6,-79.6,-85.9,-90.7,-20.8,51.7,-32,-29.4,-74,-94.5,157.2,2,-29.7,-55.2,-66.2,-28,-26.5
EAST MADHYA PRADESH,1966,No. of districts,18,18,18,18,18,18,18,18,18,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1967,Actual,0.2,0,53.3,1.1,2.1,118.5,396.5,481.2,262,5.8,1.1,86,1407.8,0.2,56.5,1258.3,92.9
EAST MADHYA PRADESH,1967,Percentage departure,-99,-100,300.9,-84.6,-78,-14.7,6.4,29.7,33.5,-85.2,-91.7,896.2,16.6,-99.5,88.7,16.6,51.7
EAST MADHYA PRADESH,1967,No. of districts,18,18,18,18,18,18,18,18,18,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1968,Actual,35.7,12.1,8.8,3.5,1.2,101.9,355.8,281.3,151.5,20.4,0,1.5,973.6,47.8,13.4,890.4,22
EAST MADHYA PRADESH,1968,Percentage departure,85.4,-34.8,-34.1,-50.7,-87.9,-26.7,-4.5,-24.2,-22.8,-48.2,-99.8,-82.1,-19.4,26.4,-55.2,-17.5,-64.1
EAST MADHYA PRADESH,1968,No. of districts,20,20,20,20,20,20,20,20,20,20,20,20,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1969,Actual,8.3,2.7,1.1,0.7,9.7,41.7,553.4,392.8,198.3,0,33.2,0,1242.1,11.1,11.6,1186.3,33.2
EAST MADHYA PRADESH,1969,Percentage departure,-56.8,-85.2,-91.4,-90,1.7,-69.9,48.5,5.9,1,NA,150.9,-100,2.8,-70.7,-61.3,10,-45.8
EAST MADHYA PRADESH,1969,No. of districts,17,17,17,17,17,17,17,17,17,17,17,17,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1970,Actual,60.6,29.4,36.3,1.4,12.5,198.2,268.5,481.2,250.6,3.6,0,0,1342.2,90,50.1,1198.5,3.6
EAST MADHYA PRADESH,1970,Percentage departure,214.5,58.4,172.8,-80.1,30.2,42.7,-27.9,29.7,27.6,-90.8,-100,-100,11.1,137.9,67.5,11.1,-94.1
EAST MADHYA PRADESH,1970,No. of districts,17,16,18,18,18,18,18,18,18,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1971,Actual,34.6,8.3,11.4,13.6,30,356.6,507.9,286.3,159.2,110.9,0,0,1518.7,42.9,55,1309.9,110.9
EAST MADHYA PRADESH,1971,Percentage departure,79.7,-55.4,-14,92.1,213.9,156.8,36.3,-22.8,-18.9,181.7,-100,-100,25.7,13.4,83.9,21.4,81.2
EAST MADHYA PRADESH,1971,No. of districts,19,19,19,19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1972,Actual,0.4,10.4,0.1,2.3,0.2,54.1,207.7,555.7,140.8,25.4,34.9,6.2,1038.3,10.9,2.7,958.3,66.5
EAST MADHYA PRADESH,1972,Percentage departure,-97.9,-43.8,-98.9,-66.9,-98.1,-61,-44.3,49.8,-28.3,-35.5,163.9,-27.6,-14,-71.3,-91.1,-11.2,8.7
EAST MADHYA PRADESH,1972,No. of districts,20,20,20,20,20,20,20,20,20,20,20,20,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1973,Actual,1,29.3,0.1,1,1.1,54.8,440.4,430.2,205.2,81.7,0,7.6,1252.3,30.3,2.3,1130.5,89.2
EAST MADHYA PRADESH,1973,Percentage departure,-94.7,57.7,-99.3,-85.2,-88.3,-60.6,18.2,15.9,4.5,107.5,-100,-12.4,3.7,-19.9,-92.4,4.8,45.8
EAST MADHYA PRADESH,1973,No. of districts,17,17,17,17,17,17,17,17,17,17,17,17,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1974,Actual,0.2,6.8,1.3,0.1,4.2,98.8,303.2,420,55,76.3,5.1,0.2,971.1,7,5.6,876.9,81.6
EAST MADHYA PRADESH,1974,Percentage departure,-99.1,-63.4,-90.3,-98.2,-55.8,-28.9,-18.6,13.2,-72,93.8,-61.7,-97.6,-19.6,-81.6,-81.1,-18.7,33.2
EAST MADHYA PRADESH,1974,No. of districts,17,17,17,17,17,17,17,17,17,17,17,17,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1975,Actual,11.8,11.3,13.1,0.1,1.4,190.4,371.8,568.5,171.8,94,0.1,0,1434.5,23.1,14.6,1302.5,94.2
EAST MADHYA PRADESH,1975,Percentage departure,-38.6,-39.2,-1.8,-98,-85,37.1,-0.2,53.2,-12.5,138.8,-98.9,NA,18.8,-38.9,-51.1,20.7,53.8
EAST MADHYA PRADESH,1975,No. of districts,17,17,17,17,17,17,17,17,17,17,17,16,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1976,Actual,13.5,2.4,5.6,14.6,10.7,84.7,370.6,366.6,173.5,0.3,12.3,0.9,1055.6,15.9,30.9,995.3,13.5
EAST MADHYA PRADESH,1976,Percentage departure,-29.9,-87.2,-57.7,106.9,11.7,-39,-0.5,-1.2,-11.6,-99.3,-7.2,-89.4,-12.6,-58,3.4,-7.7,-78
EAST MADHYA PRADESH,1976,No. of districts,16,16,16,16,16,17,17,17,17,17,17,17,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1977,Actual,10.3,4.6,4.6,7.4,7.7,275.8,340.2,420.5,167.9,61.7,66.6,4.9,1372.2,14.9,19.7,1204.4,133.2
EAST MADHYA PRADESH,1977,Percentage departure,-46.7,-75,-65.5,4.3,-19.5,98.6,-8.7,13.3,-14.5,56.6,404.1,-43.7,13.6,-60.6,-34.3,11.6,117.5
EAST MADHYA PRADESH,1977,No. of districts,18,18,18,17,18,18,18,18,18,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1978,Actual,22.3,73.6,30.5,5,0.2,209.1,338.2,428.7,215.7,8.1,14.3,46.8,1392.6,95.8,35.8,1191.8,69.3
EAST MADHYA PRADESH,1978,Percentage departure,15.5,296,129.5,-28.6,-97.7,50.6,-9.2,15.5,9.9,-79.3,8.4,442.4,15.3,153.2,19.5,10.5,13.1
EAST MADHYA PRADESH,1978,No. of districts,17,17,17,17,17,18,18,18,18,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1979,Actual,47.5,45.4,2.5,0.4,11.2,98.9,243.8,226.7,64.5,6,61.3,1.5,809.8,93,14.2,633.9,68.8
EAST MADHYA PRADESH,1979,Percentage departure,146.7,144.6,-81.1,-93.8,17.2,-28.8,-34.6,-38.9,-67.1,-84.8,364,-82.7,-33,145.7,-52.7,-41.2,12.4
EAST MADHYA PRADESH,1979,No. of districts,18,17,18,18,18,18,18,18,18,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1980,Actual,9.5,4,4,0.6,1.3,250.1,372,516.7,174.9,2.4,0.3,33.3,1369.2,13.5,5.9,1313.7,36
EAST MADHYA PRADESH,1980,Percentage departure,-50.5,-78.6,-69.9,-91.2,-86.1,80.1,-0.2,39.3,-10.9,-93.8,-97.7,285.8,13.4,-64.3,-80.1,21.8,-41.1
EAST MADHYA PRADESH,1980,No. of districts,18,18,17,17,17,17,18,18,17,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1981,Actual,13.6,1.1,24.3,2.1,14.8,152,338.9,270.2,193.8,4,5.5,15.8,1036,14.7,41.1,954.9,25.4
EAST MADHYA PRADESH,1981,Percentage departure,-29.6,-94.1,82.6,-70.7,54.6,9.4,-9,-27.2,-1.3,-89.8,-58.4,83.6,-14.2,-61.3,37.4,-11.5,-58.6
EAST MADHYA PRADESH,1981,No. of districts,18,18,18,18,18,18,18,18,17,18,18,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1982,Actual,86,13.4,9.7,1.7,21.4,97.1,271.7,585.4,160.6,26.5,22.2,1.5,1297.3,99.4,32.8,1114.9,50.2
EAST MADHYA PRADESH,1982,Percentage departure,346.2,-28,-26.9,-75.7,123.7,-30,-27.1,57.8,-18.2,-32.8,68.1,-82.9,7.4,162.6,9.7,3.3,-18
EAST MADHYA PRADESH,1982,No. of districts,19,19,18,19,19,19,19,19,18,19,19,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1983,Actual,10.5,12.4,0.2,7.9,10.3,98.1,350.9,319.8,396.4,64.9,0,4.1,1275.5,22.9,18.4,1165.2,69
EAST MADHYA PRADESH,1983,Percentage departure,-45.7,-33,-98.7,11.5,7.6,-29.3,-5.8,-13.8,101.9,64.8,-100,-52.7,5.6,-39.5,-38.6,8,12.6
EAST MADHYA PRADESH,1983,No. of districts,19,20,20,19,19,18,19,19,19,19,19,18,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1984,Actual,53.7,37.6,0,3.4,2,91.4,202,590.3,114,14.8,0,1.5,1110.6,91.3,5.3,997.6,16.4
EAST MADHYA PRADESH,1984,Percentage departure,178.9,102.5,-100,-52.5,-79.4,-34.2,-45.8,59.1,-42,-62.3,-100,-82.1,-8,141.4,-82.2,-7.5,-73.2
EAST MADHYA PRADESH,1984,No. of districts,20,20,20,20,20,20,20,20,20,18,20,20,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1985,Actual,42.7,6.2,0.3,5.5,3.2,94.9,398.1,340.2,127,97.2,0,0,1115.4,48.9,9.1,960.2,97.2
EAST MADHYA PRADESH,1985,Percentage departure,121.6,-66.8,-97.4,-22.1,-66.5,-31.6,6.8,-8.3,-35.3,146.9,-100,-99.8,-7.7,29.1,-69.7,-11,58.8
EAST MADHYA PRADESH,1985,No. of districts,20,19,19,20,20,20,20,20,20,20,20,20,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1986,Actual,11.7,99,19.8,1.4,11.6,186.8,317.2,243,82.5,14,1.1,41.1,1029.2,110.6,32.9,829.4,56.2
EAST MADHYA PRADESH,1986,Percentage departure,-39.5,433,49,-80,21.7,34.5,-14.9,-34.5,-58,-64.3,-91.8,376.4,-14.8,192.4,9.8,-23.1,-8.1
EAST MADHYA PRADESH,1986,No. of districts,20,20,18,19,18,20,20,20,20,20,20,20,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1987,Actual,37.7,44.9,8,0.1,8.2,45.2,248.6,307.2,314.3,81.4,16.9,3.6,1116.1,82.6,16.2,915.4,101.9
EAST MADHYA PRADESH,1987,Percentage departure,95.7,141.7,-39.9,-99.3,-14.6,-67.5,-33.3,-17.2,60.1,106.8,27.6,-58.1,-7.6,118.3,-45.8,-15.2,66.5
EAST MADHYA PRADESH,1987,No. of districts,20,20,20,19,20,20,20,20,20,20,20,20,NA,NA,NA,NA,NA
EAST MADHYA PRADESH,1988,Actual,7.1,17.6,4.6,5.6,4.1,199.1,363.7,338.1,107.5,19.9,0,2.2,1069.4,24.7,14.3,1008.3,22.1
